Destination,District,Timespan,Review
Wewurukannala Buduraja Maha Viharaya,Matara,6 months ago,poor maintenance need serious attention feels heart
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,place nice workers thing say two words ask money horrible see much desperation ask tourists money
Wewurukannala Buduraja Maha Viharaya,Matara,7 months ago,great historical place see historical drawings
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,one known buddhist temple southern province sri lanka find tallest statue south aria
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,famous buddhist temple area
Wewurukannala Buduraja Maha Viharaya,Matara,11 months ago,keep elephant chains space walk rupees
Wewurukannala Buduraja Maha Viharaya,Matara,8 months ago,calm place well beautiful place visit
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,temple beautiful behind chained elephant cant even moves doesn't support plus
Wewurukannala Buduraja Maha Viharaya,Matara,6 months ago,visit things papaya
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,calm big buddies statue
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,place love historical clock
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,temple largest statue sri lanka vesical park available front temple
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,historic location situated near mature renowned lord statue many pilgrims visit travels mature
Wewurukannala Buduraja Maha Viharaya,Matara,7 years ago,temple three parts oldest years old temple dominated image seated high
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,place miss travel downspout witness art works life great lord
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,chained elegant temple place creatures free equal doesn't support shame
Wewurukannala Buduraja Maha Viharaya,Matara,10 months ago,one best archeological places mature district
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,temple beautiful temple wooden brass mixed large big clock made w ears de silva idea clock bought sir
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,lovely peaceful temple beautiful statue gallery minus elephant tied tightly
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,history
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,please doesn't visit temple chained elephant back obviously money might support
Wewurukannala Buduraja Maha Viharaya,Matara,3 months ago,large statue
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,buddhist place southern province largest buddhist sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,temple okay big elephant back like temples
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,place southern province sri lanka people came visit place
Wewurukannala Buduraja Maha Viharaya,Matara,4 months ago,historical buddhist temple
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,historical buddhist temple large stature temple paintings hell small disorganized
Wewurukannala Buduraja Maha Viharaya,Matara,7 years ago,tallest sri lanka interesting temple collection paints statues showing different human sins
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,peacefully charming blessed place
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,temple built era statue temple statue aria
Wewurukannala Buduraja Maha Viharaya,Matara,2 months ago,wow doesn't miss place visit
Wewurukannala Buduraja Maha Viharaya,Matara,7 years ago,one coolest places visit calm place see tallest statue world temple
Wewurukannala Buduraja Maha Viharaya,Matara,8 months ago,worth watching large image
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,beautiful buddhist temple check review mama
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,beautiful location calm quite one visited temples sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,statues complex horrible see elephant chained without able move disappointing
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,poor facilities many visiting regular basis proper facilities whats state
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,important place charges per person
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,one biggest lord statues sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,maintenance poor toilet facility disgusting looked completely
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,beautiful temple statue really calm us
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,beautiful peaceful buddhist temple
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,nice historical place pictures hell really disappointed elephant chains
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,display different buddhist statues sad see elephant chains though
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,extra ordinary bow head feet
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,place sacred buddhist temple great historical cultural value
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,one valuable famous historical buddhist temple sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,best place visit though local international visitor since historic place
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,buddhist temple southern region sri lanka modern frescoes
Wewurukannala Buduraja Maha Viharaya,Matara,7 months ago,peaceful place
Wewurukannala Buduraja Maha Viharaya,Matara,10 months ago,buddhist place observe
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,historical place visit statues awesome worth old clock
Wewurukannala Buduraja Maha Viharaya,Matara,8 months ago,burial site value history
Wewurukannala Buduraja Maha Viharaya,Matara,7 months ago,terrible place free elephant
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,place see life see hell interesting
Aradunu Falls,Badulla,2 months ago,beautiful natural water fall bath water fall near small hydropower plant
Aradunu Falls,Badulla,a year ago,nice clam place cold water nicely nature look attention please think protect team many rocks please
Aradunu Falls,Badulla,4 years ago,one area situated around away town main road vehicle good ground clearance go park vehicle walk rest walking difficult
Aradunu Falls,Badulla,4 months ago,first go bus got road see water board left hand side go right hand side small road around finally find
Aradunu Falls,Badulla,2 years ago,easily accessible ex vehicles bikes beautiful place bathing recommended considering water conditions
Aradunu Falls,Badulla,5 years ago,beautiful place please keep clean doesn't throw beautiful area
Aradunu Falls,Badulla,3 years ago,bit struggle find correct path even doesn't better idea satisfied need
Aradunu Falls,Badulla,4 years ago,falls named bow shape according
Aradunu Falls,Badulla,2 years ago,take walk main road better get directions trusting googly maps show wrong spot
Aradunu Falls,Badulla,3 years ago,beautiful cold place bathing
Aradunu Falls,Badulla,3 years ago,one sri lanka better use bikes road vehicles reach destination vehicles fine park end main road walk
Aradunu Falls,Badulla,4 years ago,place travelers
Aradunu Falls,Badulla,4 years ago,one beautiful sri lanka road location bit misleading boards signs showing direction water lucky enough find better road  good vehicles
Aradunu Falls,Badulla,3 years ago,place advance due slippery rocks possible photo trip joined
Aradunu Falls,Badulla,6 years ago,beautiful nice place visit
Aradunu Falls,Badulla,3 years ago,nice view water
Aradunu Falls,Badulla,3 years ago,hard go  close see beautiful view
Aradunu Falls,Badulla,3 months ago,magical
Aradunu Falls,Badulla,2 years ago,nice small
Aradunu Falls,Badulla,3 years ago,attractive take shape like bow
Aradunu Falls,Badulla,6 years ago,nice place nature lovers save valuable place
Aradunu Falls,Badulla,3 years ago,beautiful
Aradunu Falls,Badulla,5 years ago,heart touching place near city
Aradunu Falls,Badulla,6 years ago,beautiful explore
Aradunu Falls,Badulla,a year ago,best place visit
Aradunu Falls,Badulla,a year ago,attractive
Aradunu Falls,Badulla,2 years ago,beautiful place
Aradunu Falls,Badulla,3 years ago,love
Aradunu Falls,Badulla,4 years ago,nice
Aradunu Falls,Badulla,4 years ago,awesome
Aradunu Falls,Badulla,4 years ago,really
Aradunu Falls,Badulla,4 years ago,beauty nature
Aradunu Falls,Badulla,4 years ago,ex vehicle motorcycle go road slippery due rain safe take dip
Aradunu Falls,Badulla,a year ago,reaching road signboard called left go road take road right mini hydro project board
Aradunu Falls,Badulla,3 years ago,meter high named bow shape
Aradunu Falls,Badulla,2 years ago,dead place depth go take bath water depth beautiful small plant
Aradunu Falls,Badulla,4 years ago,lathi mega lathi mindless
Aradunu Falls,Badulla,4 years ago,hidden shower come like place
Badulla Alugolla Samadhi Buddha,Badulla,3 months ago,experience statue perched hill statue offers panoramic view entire town sense spirituality washes
Badulla Alugolla Samadhi Buddha,Badulla,6 months ago,construction go near statue via vehicle views evening calm scenic must visit place go
Badulla Alugolla Samadhi Buddha,Badulla,a year ago,nice view point see whole town drive way top parking spaces really nothing much getting pictures statue construction last visited
Badulla Alugolla Samadhi Buddha,Badulla,a year ago,statue construction top hill close proximity town summit gives great view valley mountain range access along narrow recently renovated road right summit
Badulla Alugolla Samadhi Buddha,Badulla,9 months ago,beautiful view point overlooking city surrounding mountains samadhi buddhist statue construction
Badulla Alugolla Samadhi Buddha,Badulla,7 months ago,relaxing place view top mountain
Badulla Alugolla Samadhi Buddha,Badulla,4 months ago,great view
Badulla Alugolla Samadhi Buddha,Badulla,6 months ago,whole city viewed
Badulla Alugolla Samadhi Buddha,Badulla,a year ago,long get destination far beautiful distance traveled willing go would recommend go friends walking
Badulla Alugolla Samadhi Buddha,Badulla,a year ago,beautiful degree view
Badulla Alugolla Samadhi Buddha,Badulla,2 years ago,days place cold mist everywhere around statue come view
Badulla Alugolla Samadhi Buddha,Badulla,10 months ago,view
Badulla Alugolla Samadhi Buddha,Badulla,2 years ago,close city samadhi buddhist statue construction place panoramic view point
